prolific_id|date_room_id|subject_count|subj_id|exp_id|Timestamp|To what degree did you enjoy the conversation?|To what degree did the conversation go smoothly?|Hypothetically, how much do you think you’d enjoy watching a movie with your partner?|How would you rate the level of rapport established between you and your partner?|How likely do you think it is that you’ll end up watching one of the movies your partner recommended?|In a few sentences, how would you describe your partner and the overall conversation?|Do you have any additional comments or questions for the study authors?|To what degree do you think your partner enjoyed chatting with you?
5d42486206811e001ada5b4b|1-28-2022-36|subject1|S053|E027|1/28/2022 12:52:37|7|7|7|6|7|it went really good and we liked the same shows and movies|it was good i enjoyed it and taking with someone about shows and movies|7
57dd766bbcd7150001ded5de|1-28-2022-36|subject2|S054|E027|1/28/2022 12:56:04|4|3|4|3|5|"It seemed fine at first but then it sort of meandered into not much and even long silences.  Also there seemed to be a lot of typos in Alex's statements and I was kind of put off by the use of ""ya.""  I must say too that even though we had parameters to chat in the conversation sort of took on a life of it's own and did not I feel fully follow what we were to chat about.  Finally, I became suspicious that maybe I was chatting with a bot versus a human."|Interesting sort of study and I wonder what it will be used for ultimately.|3
60ca4cfb5c287146cad0695a|1-28-2022-37|subject1|S055|E028|1/28/2022 12:54:10|7|7|7|7|7|He seemed like a very happy and down to earth person. You can definitely have a great conversation with him about anything. he seemed like a nice person.|Interesting study|7
5f5b0f1be585c32184a4cf35|1-28-2022-37|subject2|S056|E028|1/28/2022 12:52:55|7|7|5|7|6|We had a good time! Our preferences on genre of movies is different, but we had a good conversation and reminisced about old times.|No, it was enjoyable and I'd love to do it again!|7
607ddc576718114dea38841c|1-28-2022-41|subject1|S057|E029|1/28/2022 13:04:32|5|5|5|5|5|Pat seemed friendly and had some good ideas and suggestions for me to watch.|none|4
5e1c138a2bf9514062e4de6b|1-28-2022-41|subject2|S058|E029|1/28/2022 13:04:26|6|7|4|5|5|Polite and cordial. Very easy to talk to.|Thank you|4
60ff483af919d9f250108f1e|1-28-2022-47|subject1|S059|E030|1/28/2022 14:07:33|4|4|3|3|2|It seemed like my partner was a robot. Their responses felt automated, although they were able to answer my questions correctly.|no|4
60f989f2b726f86c3d24e13e|1-28-2022-47|subject2|S060|E030|1/28/2022 14:08:07|6|6|6|6|6|He was very good and perfect for this.|No comments.|6
5d2df745da13f60018d14b64|1-31-2022-48|subject1|S061|E031|1/31/2022 12:19:00|7|7|7|7|2|They were easy to chat with and we seemed to agree on things. I liked their TV recommendation but probably won't watch the movie. I've seen bits and pieces of it before anyway.|No.|7
580d5d1f357e890001dd14ce|1-31-2022-48|subject2|S062|E031|1/31/2022 12:18:29|7|7|5|5|6|Alex seemed fairly cheerful and open to the idea of watching the things I recommended to him.|Na|6
5d5f07cdca10e90016bc0103|1-31-2022-49|subject1|S063|E032|1/31/2022 12:19:12|5|5|4|5|5|I don't remember him recommending much other than The Wire & Nocturnal Animals. Seemed friendly. Willing to share and listen.|nothing to add|4
5fff3a91a72ac8000924258f|1-31-2022-49|subject2|S064|E032|1/31/2022 12:19:10|6|5|6|6|6|My partner seemed intelligent and reasonably knowledgeable about the topic. Their tastes seemed similar to my own. It was a pleasant exchange.|I do not.|5
5f0550bf5819b18476ee8343|1-31-2022-51|subject1|S065|E033|1/31/2022 12:20:57|6|6|7|6|7|My partner was up to date on current movies and actors, and we were able to have a good discussion. My partner was more into action movies than I am, but we found common ground, and I will probably see Spiderman: No Way Home, which my partner recommended.|I really enjoyed talking about movies.|6
5fc6e3a0040c3f0e7cb45c8a|1-31-2022-51|subject2|S066|E033|1/31/2022 12:19:03|7|7|7|7|7|We sorta had somethings in common.|none|7
5cfb5233df7d70001619ca90|1-31-2022-54|subject1|S067|E034|1/31/2022 12:22:57|7|7|7|7|7|I think my partner is very cordial and knowledgeable about movies. My partner was very accommodating too. That helped the conservation.|Great study!|6
5c9b1b5c441b4700179b17b2|1-31-2022-54|subject2|S068|E034|1/31/2022 12:22:18|6|5|6|5|7|My partner's taste in movies is very similar to my own. I enjoyed our conversation and got a good recommendation from them.|no|6
61452bbe86c21c0347085911|1-31-2022-55|subject1|S069|E035|1/31/2022 12:22:34|7|7|7|7|7|My partner was quite the chatty type. I wasn't really able to chip in much. But i enjoyed the conversation|No|7
60b3e6ad448226548d21fc4d|1-31-2022-55|subject2|S070|E035|1/31/2022 12:22:39|7|6|6|6|5|I was taking more of a lead role. HE was more of a follower. But it was fun.|This was fun.|5
60f19f3b96865df57e8444ce|1-31-2022-56|subject1|S071|E036|1/31/2022 12:24:45|6|6|6|6|7|I described gently. I enjoyed a lot with the conversation we made.|No comments.|6
6168cbfbad1cc13ba73ade6e|1-31-2022-56|subject2|S072|E036|1/31/2022 12:24:42|7|7|6|7|7|it was a lovely conversation, and we communicated properly|No, i don't|7
6138c06bd7d7f2b7720e7a27|1-31-2022-57|subject1|S073|E037|1/31/2022 12:26:57|6|5|5|6|5|I enjoyed a lot with my partner.|No comments.|5
61573df2a779b544c3729b54|1-31-2022-57|subject2|S074|E037|1/31/2022 12:26:52|7|6|6|6|7|We made lot of enjoyment the overall conversation. It was a great experience to me.|No comments.|6
6171a40fa78f30bce9262352|1-31-2022-64|subject1|S075|E038|1/31/2022 13:03:53|5|3|2|3|1|I directed most of the conversation and asked most of the questions. I was definitely more social and outgoing than my partner. My partner did not seem as social or engaged.|N/A|3
5f2a12f5837dd81e5881b7cc|1-31-2022-64|subject2|S076|E038|1/31/2022 13:07:51|4|6|2|6|7|My partner seemed to be male, and his tastes are at least somewhat similar to mine. I had a little trouble thinking of things to say, but the conversation still went pretty smoothly. We like some of the same things and would be able to agree on something to watch if we needed to. We like some of the same genres and actors.|No|4
60f0ff19f34b192357d7d5d8|2-1-2022-67|subject1|S077|E039|2/1/2022 11:23:37|5|6|3|3|3|The conversation was pleasant. I feel like my partner and I came from different backgrounds, so their tastes didn't fully overlap with mine. The interpersonal interactions themselves were friendly, though.|N/A|5
60b97a3a8823dbdc946d8708|2-1-2022-67|subject2|S078|E039|2/1/2022 11:23:42|6|6|2|7|6|My partner liked thrillers with action and adult movies. I liked children's movies more.|no|4
60ff32677943528c59d4cfb3|2-1-2022-68|subject1|S079|E040|2/1/2022 11:23:39|6|6|4|5|2|I think my partner was engaging and we had a good conversation about new television|No|6
5f23ff398626c51fdd6c3fb5|2-1-2022-68|subject2|S080|E040|2/1/2022 11:24:29|7|7|5|6|5|We discussed different movies and genres we liked.  We also talked about different streaming services and some good shows on each.  We also discussed remakes are not always the best and why cancel original content, sometimes those are the best shows.|Very interesting.|6
615f54a5141128cf81b7e857|2-1-2022-69|subject1|S081|E041|2/1/2022 11:26:29|6|6|4|4|6|My partner was pretty chill, the conversation went rather well with no awkward moments at all.|No additional comments|5
61719b6647a50088271d4ec9|2-1-2022-69|subject2|S082|E041|2/1/2022 11:24:43|6|6|6|6|7|The conversation was normal and my partner seemed nice and knowledgeable|no|6
56e95c069eb018000a3c2110|2-1-2022-70|subject1|S083|E042|2/1/2022 11:28:36|7|7|7|7|7|"It was very pleasant, and it isn't an exaggeration to say that I felt a sense of renewed connection with humanity. The person seemed ""real"" -- clearly not a bot, and probably not an experimenter pretending to be a subject. The thing that I liked was that we were in the same boat in terms of dealing with the pandemic. On social media, people are all siloed -- if you say you're struggling with the pandemic, some people will be on your side and others will jump down your throat because of political divisions. But this person just seemed the same as me, and it was a relief to think that a totally unknown person could just understand ""what it's like."" If it was an experimenter pretending to be a subject, I'll get over it, because they seemed so sincere that I don't think even an experimenter who's following a protocol ""agree with everything"" could fake it that well. So I had a sense of like ""wow, there are other people out there in the same boat, going through the same crap, and we can talk more easily than we can on social media."""|No.|7
61099736cede2ad0e1b3ba78|2-1-2022-70|subject2|S084|E042|2/1/2022 11:24:32|7|7|7|7|7|It was really fun actually! Very friendly, enjoyable, and they gave good recommendations. It really did feel like I was just chatting with a friend.|I had a nice conversation and I'll be watching a few things they recommended!|7
55b424e1fdf99b526efcf8d0|2-1-2022-77|subject1|S085|E043|2/1/2022 11:31:25|7|7|4|6|2|They seemed engaged and friendly. They seemed eager to participate and to try and find some common ground between us. I could tell they may not always know what I was talking about but they were happy to learn more when that happened. Overall we both tried to get to know each other's interests.|It would be nice if it would show our names besides out text. The right side of the screen initially confused me and I forgot which person I was, so I couldn't recall if I was supposed to be learning their interests or vice versa. It's partially my ADHD which makes it hard to recall names. That would be helpful though to limit possible confusion.|7
5d1804fa1a4be70001636be9|2-1-2022-77|subject2|S086|E043|2/1/2022 11:27:06|6|7|7|6|7|They picked up on my likes and dislikes and recommended some things that I think I'd really enjoy.|no comment|5
5da88a6037d42100144928bd|2-1-2022-83|subject1|S087|E044|2/1/2022 11:31:29|7|7|7|6|7|My partner was very engaging, we had a good time discussing different movies and TV shows.|I'm going to watch 2 of the shows that were recommended to me.|7
6124232e0de36853de1edfa5|2-1-2022-83|subject2|S088|E044|2/1/2022 11:31:05|7|7|5|6|7|I would describe my partner as very friendly and enthusiastic to engage. The conversation was light-hearted and I felt that we shared equally our thoughts on some of the TV shows and movies that we'd thought of.|No|6
6095a3cfda27eb98bb3b74f0|2-1-2022-89|subject1|S089|E045|2/1/2022 11:41:17|7|7|7|7|7|My partner was cool.  Very open to conversation and suggestions and we had a good discourse.  I'm going to check out some of the movies they mentioned, especially It Follows.|No additional comments, thank you.|7
61272733b6c8fe076880e02c|2-1-2022-89|subject2|S090|E045|2/1/2022 11:41:31|7|7|7|7|7|They were down to chat about anything. Actively recommended things but were willing to put up with my inanity, too. I appreciated it.|Do you realize you've added like three things to my watch list?|7
5727e394c68b5a000e397d8c|2-10-2022-1|subject1|S091|E046|2/10/2022 12:46:57|7|6|6|6|6|My partner was very knowledgeable of their favorite genre, Anime. They had so many interesting recommendations.|Thanks for this HIT!|5
5d61a3001c84fc001780f4ad|2-10-2022-1|subject2|S092|E046|2/10/2022 12:47:05|7|7|7|7|7|Highly engaged and would like to talk with me more|Would it be possible to deliver a message to the study partner who wanted my recommendations? Tell them myanimelist is Apple_Sidra|7
60fe7748a8ef9311de5f2fcd|2-10-2022-11|subject1|S093|E047|2/10/2022 13:02:11|7|7|7|7|7|like a close friend|n/a|7
610049da8150fc6d3e6d6edc|2-10-2022-11|subject2|S094|E047|2/10/2022 13:02:46|7|7|7|7|7|I feel like we connected well and we also had very similar tastes. I really enjoyed talking to my partner and I feel like we would be friends in real life and have movie/tv nights.|NA|6
5ba3de31fcf3440001cd4bc1|2-10-2022-2|subject1|S095|E048|2/10/2022 12:47:09|4|3|3|3|2|It was much like talking to a stranger with different tastes than me. Sometimes it is good to talk to people not like me though. It broadens my exposure to other preferences and views.|no|3
5ade6f4709eae2000112e9e2|2-10-2022-2|subject2|S096|E048|2/10/2022 12:47:11|4|7|4|3|3|My partner was very friendly and easy to talk to.   Seemed to align with my views.|NA|4
611157c508ec60f3cfb2628e|2-10-2022-4|subject1|S097|E049|2/10/2022 12:47:38|6|7|5|7|7|easy-going, relaxed, interested, fun|No|5
616b5241d8eb9504f10a5cb2|2-10-2022-4|subject2|S098|E049|2/10/2022 12:47:45|7|7|7|7|6|My partner was awesome, super friendly and had alot of the same tastes in movies/tv shows as I do|Awesome survey I really enjoyed the conversation|7
60ff7377316fab2ad5f2a7d4|2-10-2022-5|subject1|S099|E050|2/10/2022 12:47:48|6|5|5|4|6|A little awkward but it was fun. I like talking about movies and shows and it seemed this person did too.|No|4
60461ebcb6a36e04513f1ee9|2-10-2022-5|subject2|S100|E050|2/10/2022 12:48:20|6|2|6|4|6|Very nice, bit of a lag when trying to get started|I would like to be able to type while they are typing... having to wait for them to respond was unnatural|6
5e987098f1bb6707dca13f5b|2-10-2022-6|subject1|S101|E051|2/10/2022 12:49:16|7|7|5|6|5|My partner seemed to share a lot of the same likes and dislikes. It was an easy conversation. It could have gone on longer, I think.|Thank you.|5
5a8b1ee2000dab00018cc7cd|2-10-2022-6|subject2|S102|E051|2/10/2022 12:49:06|7|6|6|6|7|My partner was respectful of my opinions, while being honest at the same time. They actually put effort into the conversation instead of just waiting for the time to be over. It was a fun and friendly conversation.|no|6
6036f9b3b1842f8b659b18c7|2-10-2022-7|subject1|S103|E052|2/10/2022 12:47:25|1|4|5|3|3|I didnt really like them, never liked any of my ideas|no|3
60f3c1b003bbf8263f002824|2-10-2022-7|subject2|S104|E052|2/10/2022 12:49:02|1|2|1|3|1|I feel that the partner did not put in as much effort as I did. I am very fast at typing and the other participant was very slow. I feel that my partner was not really into the conversation.|I enjoyed the study. thank you|1
5fba867c19fd55a5e7b30f97|2-10-2022-8|subject1|S105|E053|2/10/2022 12:48:33|7|7|7|7|7|They were very nice.|No|7
60143ec80ad8cc3d7b45cad0|2-10-2022-8|subject2|S106|E053|2/10/2022 12:48:32|7|7|6|5|7|He was a great conversationalist. we talked about movies and shared a little about each other|no|7
61219fd8387ca59d07e0dc1c|2-10-2022-9|subject1|S107|E054|2/10/2022 12:51:23|7|7|6|6|6|We had a good interaction.  We found out we had similar taste in TV series and enjoyed old classic medical dramas.  Also found out we enjoy not too scary TV series and movies.|No|7
5f1091aa4bd173363a9700ec|2-10-2022-9|subject2|S108|E054|2/10/2022 12:50:15|7|7|7|5|7|He was very friendly and nice.|Thanks!|5
5e3fa2bd23323f1f0a0b5462|2-11-2022-10|subject1|S109|E055|2/11/2022 12:39:48|1|1|1|1|1|Seemed like a bot to me, either that or barely spoke English.|None|1
614ee4370d85f20de1b9548f|2-11-2022-10|subject2|S110|E055|2/11/2022 12:43:18|7|6|7|7|7|My partner was a guy named Alex who was telling me which movie I like more action movies or any other movie I like.  There was talk of such a choice.|Yes the best person|7
5643708f942576000b66ec22|2-11-2022-2|subject1|S111|E056|2/11/2022 12:36:58|4|5|5|5|4|I'm not %100 sure if real or not Tbh. The recommendations were both new which made it feel like marketing. So either a good algorithm or a person who is heavy handed on their transitions.|No.|4
559d2afefdf99b7e8b68211a|2-11-2022-2|subject2|S112|E056|2/11/2022 12:36:22|5|6|3|5|3|He/she seemed young and liked genre movies. They didn't watch too much TV|no|5
60ec382554a4738b3985bce1|2-11-2022-4|subject1|S113|E057|2/11/2022 12:37:23|6|6|4|6|7|We discussed a lot about action and thriller movies. Pat was keen on Patriots Day, and overall thriller movies like Titanic and such. I found their recommendations to be good for movie suggestions. I was also a bit supprised on how many movies we both knew collectively.|No additional comments at this time.|5
610824959b488e57fa8a4a33|2-11-2022-4|subject2|S114|E057|2/11/2022 12:36:55|6|6|5|6|7|It was great. The partner listened, and responded nicely. Great movie recs!|No|4
5eee7448b465303350093b53|2-11-2022-5|subject1|S115|E058|2/11/2022 12:38:31|7|7|7|7|7|we did have a lot in common and chatting about what we watched in common, as well as making suggestions to each other what to watch went smoothly. enjoyable time spent|I enjoyed your survey|6
5664641951fac700118ed23f|2-11-2022-5|subject2|S116|E058|2/11/2022 12:37:20|7|7|7|7|7|They were friendly and we had similar likes in movies.  It was a pleasant conversation and happy to have been able to partake in it.  It didn't even feel like work!|"Thank you for this study opportunity.  You gave me a nice ""break"" in the middle of a busy day!"|7
610978200236b59da80571e7|2-11-2022-6|subject1|S117|E059|2/11/2022 12:36:32|7|6|6|7|6|we got along great. lots in common and we had suggestions for each other.|nope!|7
5f46dbbbb035470b33b96506|2-11-2022-6|subject2|S118|E059|2/11/2022 12:36:22|7|7|5|6|6|Surprisingly pleasant for it being a stranger. Friendly and casual|na|7
5fea7e34e1506a5df25419ec|2-11-2022-7|subject1|S119|E060|2/11/2022 12:36:49|7|7|7|7|5|We talked a lot about things we had in common. A few new movies/shows came up, but we got kind of side-tracked by the stuff we loved.|Nope!|7
557e6713fdf99b66d60a2da8|2-11-2022-7|subject2|S120|E060|2/11/2022 12:37:20|7|7|7|7|5|They were really nice and easy to get along with. We had a lot in common|None|7
6165d57d7256ba57447e76b5|2-11-2022-8|subject1|S121|E061|2/11/2022 12:37:36|6|5|4|5|5|My partner was really outgoing and has a good taste in shows and is really good at expressing their shows in a way to make someone want to watch it.|nope thanks|6
610d6c481ca4797b863fe3d1|2-11-2022-8|subject2|S122|E061|2/11/2022 12:42:04|6|5|6|4|6|I think I'm a bit older than my partner, and our histories and tastes are quite different. I grew up with the theatrical films of the 1950s and '60s, but I also saw many films from the 30s and 40s on television during that period. I formed a love for films very early on, and eventually taught Film Studies for 15 years in a creative arts school to gifted students. I'm not as knowledgeable about recent films as I am about those from the Silent Era through say the '80s and a select few up to the present.|No other comments.|4
